"filename", "language", "CSS", "Markdown", "TypeScript React", "TypeScript", "JSON", "XML", "JavaScript", "comment", "blank", "total"
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/Account/Account.tsx", "TypeScript React", 0, 0, 84, 0, 0, 0, 0, 4, 9, 97
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/MagicLogin.module.css", "CSS", 34, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/MagicLogin.tsx", "TypeScript React", 0, 0, 64, 0, 0, 0, 0, 1, 5, 70
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NavItem/NavItem.module.css", "CSS", 32, 0, 0, 0, 0, 0, 0, 2, 5, 39
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NavItem/NavItem.tsx", "TypeScript React", 0, 0, 40, 0, 0, 0, 0, 2, 8, 50
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NavbarDropdownMenu/NavbarDropdownMenu.module.css", "CSS", 118, 0, 0, 0, 0, 0, 0, 4, 15, 137
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NavbarDropdownMenu/NavbarDropdownMenu.tsx", "TypeScript React", 0, 0, 297, 0, 0, 0, 0, 12, 25, 334
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NetworkSelector/NetworkSelector.module.css", "CSS", 90, 0, 0, 0, 0, 0, 0, 7, 19, 116
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NetworkSelector/NetworkSelector.tsx", "TypeScript React", 0, 0, 52, 0, 0, 0, 0, 4, 8, 64
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NetworkSelector/NewNetworkSelector.module.css", "CSS", 75, 0, 0, 0, 0, 0, 0, 4, 22, 101
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/NetworkSelector/NewNetworkSelector.tsx", "TypeScript React", 0, 0, 132, 0, 0, 0, 0, 0, 11, 143
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/PAGEHEADER.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/PageHeader.module.css", "CSS", 144, 0, 0, 0, 0, 0, 0, 43, 29, 216
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/PageHeader.test.tsx", "TypeScript React", 0, 0, 15, 0, 0, 0, 0, 0, 4, 19
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/PageHeader.tsx", "TypeScript React", 0, 0, 197, 0, 0, 0, 0, 45, 37, 279
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/PageHeader/useUrlParams.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 10, 4, 32
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/Sidebar.module.css", "CSS", 244, 0, 0, 0, 0, 0, 0, 21, 66, 331
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/Sidebar.tsx", "TypeScript React", 0, 0, 309, 0, 0, 0, 0, 18, 35, 362
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarAccordion/SidebarAccordion.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 20, 1, 21
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarAccordion/SidebarAccordion.tsx", "TypeScript React", 0, 0, 60, 0, 0, 0, 0, 15, 11, 86
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/OrdersSearchResults/OrdersSearchResults.tsx", "TypeScript React", 0, 0, 38, 0, 0, 0, 0, 0, 4, 42
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/PoolsSearchResults/PoolsSearchResults.tsx", "TypeScript React", 0, 0, 38, 0, 0, 0, 0, 0, 6, 44
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/PositionsSearchResults/PositionsSearchResults.tsx", "TypeScript React", 0, 0, 38, 0, 0, 0, 0, 0, 7, 45
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/ResultSkeleton/ResultSkeleton.module.css", "CSS", 46, 0, 0, 0, 0, 0, 0, 0, 7, 53
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/ResultSkeleton/ResultSkeleton.tsx", "TypeScript React", 0, 0, 11, 0, 0, 0, 0, 2, 1, 14
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/SidebarSearchResults.module.css", "CSS", 62, 0, 0, 0, 0, 0, 0, 2, 20, 84
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/SidebarSearchResults.tsx", "TypeScript React", 0, 0, 22, 0, 0, 0, 0, 1, 6, 29
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/SidebarSearchResults/TransactionsResults/TransactionsResults.tsx", "TypeScript React", 0, 0, 38, 0, 0, 0, 0, 0, 4, 42
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/formatSeachText.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 12, 9, 45
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/Sidebar/useTokenMap.ts", "TypeScript", 0, 0, 0, 73, 0, 0, 0, 0, 6, 79
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/WalletModal/WalletButton/WalletButton.module.css", "CSS", 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/WalletModal/WalletButton/WalletButton.tsx", "TypeScript React", 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/WalletModal/WalletModal.module.css", "CSS", 110, 0, 0, 0, 0, 0, 0, 2, 38, 150
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/WalletModal/WalletModal.tsx", "TypeScript React", 0, 0, 222, 0, 0, 0, 0, 22, 26, 270
"/Users/junioradessu/Documents/ambient-ts-app/src/App/components/WalletModal/validateEmail.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 4, 1, 24
"/Users/junioradessu/Documents/ambient-ts-app/src/App/connectWallet.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 2, 2, 27
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/calcImpact.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 1, 3, 28
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/fetchAddress.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 1, 4, 22
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/fetchPoolLimitOrderStates.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 6, 36
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/fetchPoolRecentChanges.ts", "TypeScript", 0, 0, 0, 72, 0, 0, 0, 3, 6, 81
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/fetchTokenBalances.ts", "TypeScript", 0, 0, 0, 211, 0, 0, 0, 20, 27, 258
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/fetchTokenLists.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 13, 4, 58
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/fetchTokenPrice.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 1, 6, 39
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/fetchUserRecentChanges.ts", "TypeScript", 0, 0, 0, 58, 0, 0, 0, 2, 8, 68
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/getLimitOrderData.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 1, 7, 26
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/getNFTs.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 5, 3, 33
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/getPoolStats.ts", "TypeScript", 0, 0, 0, 122, 0, 0, 0, 0, 10, 132
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/getPositionData.ts", "TypeScript", 0, 0, 0, 180, 0, 0, 0, 3, 26, 209
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/getTransactionData.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 1, 7, 26
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/getTvlSeries.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 1, 4, 33
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/getVolumeSeries.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 1, 4, 33
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/initializeUserLocalStorage.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 24, 13, 87
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/memoizePromiseFn.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 12, 15, 80
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/querySpotPrice.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 8, 5, 35
"/Users/junioradessu/Documents/ambient-ts-app/src/App/functions/queryTokenDecimals.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 2, 4, 21
"/Users/junioradessu/Documents/ambient-ts-app/src/App/hooks/useAppChain.ts", "TypeScript", 0, 0, 0, 52, 0, 0, 0, 22, 9, 83
"/Users/junioradessu/Documents/ambient-ts-app/src/App/hooks/useDebounce.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 8, 2, 22
"/Users/junioradessu/Documents/ambient-ts-app/src/App/hooks/useFavePools.ts", "TypeScript", 0, 0, 0, 52, 0, 0, 0, 0, 5, 57
"/Users/junioradessu/Documents/ambient-ts-app/src/App/hooks/useTermsOfService.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 15, 6, 66
"/Users/junioradessu/Documents/ambient-ts-app/src/App/hooks/useTokenUniverse.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 4, 10
"/Users/junioradessu/Documents/ambient-ts-app/src/App/mockData.ts", "TypeScript", 0, 0, 0, 200, 0, 0, 0, 0, 1, 201
"/Users/junioradessu/Documents/ambient-ts-app/src/App/parsePositions.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 0, 7, 9, 125
"/Users/junioradessu/Documents/ambient-ts-app/src/App/useSlippage.ts", "TypeScript", 0, 0, 0, 66, 0, 0, 0, 2, 10, 78
"/Users/junioradessu/Documents/ambient-ts-app/src/App/validateChain.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 27, 5, 37
"/Users/junioradessu/Documents/ambient-ts-app/src/apollo/client.ts", "TypeScript", 0, 0, 0, 153, 0, 0, 0, 16, 10, 179
"/Users/junioradessu/Documents/ambient-ts-app/src/assets/animations/NotFound.json", "JSON", 0, 0, 0, 0, 25843, 0, 0, 0, 1, 25844
"/Users/junioradessu/Documents/ambient-ts-app/src/assets/animations/ambient-logo-icon.tsx", "TypeScript React", 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"/Users/junioradessu/Documents/ambient-ts-app/src/assets/animations/completed.json", "JSON", 0, 0, 0, 0, 1963, 0, 0, 0, 1, 1964
"/Users/junioradessu/Documents/ambient-ts-app/src/assets/animations/hamburger-menu-icon.tsx", "TypeScript React", 0, 0, 15, 0, 0, 0, 0, 1, 4, 20
"/Users/junioradessu/Documents/ambient-ts-app/src/assets/animations/loading2.json", "JSON", 0, 0, 0, 0, 452, 0, 0, 0, 1, 453
"/Users/junioradessu/Documents/ambient-ts-app/src/assets/animations/loading3.json", "JSON", 0, 0, 0, 0, 71, 0, 0, 0, 1, 72
"/Users/junioradessu/Documents/ambient-ts-app/src/assets/animations/loading4.json", "JSON", 0, 0, 0, 0, 2571, 0, 0, 0, 1, 2572
